"","X","athlete_id","athlete_display_name","position","team_id","season","pie.season","pie.game","games_played","pie.season.f","pie.season.s.p","pie.game.s.p","pct_season_played","pie.season.f.s.p","pie.season.s","pie.game.s","pie.season.f.s","birth_date","season_start","age","availability"
"78",78,26,"Chucky Atkins","G",1610612743,2008,0.460887725106026,0.018435509004241,25,1.51171173834777,-0.933243661270759,-0.858599588587635,0.304878048780488,-0.858599588587635,-0.935442118171778,-0.860622205262226,-0.860622205262226,"1974-08-14","2008-10-01",34,19
"79",79,26,"Chucky Atkins","G",1610612760,2009,0.370275704985484,0.0115711157807964,32,0.948831494025302,-0.912353136758939,-0.918406896618937,0.390243902439024,-0.918406896618937,-0.914472426807829,-0.920540248846727,-0.920540248846727,"1974-08-14","2009-10-01",35,23
"80",80,26,"Chucky Atkins","G",1610612765,2010,0.704382984866401,0.01760957462166,40,1.44398511897612,-0.878428514902702,-0.836993703680888,0.48780487804878,-0.836993703680888,-0.880488139101468,-0.83895617695796,-0.83895617695796,"1974-08-14","2010-10-01",36,28
"81",81,27,"Stacey Augmon","F",1610612766,2002,2.43567142865142,0.0283217607982723,86,2.32238438545833,-0.201500811913471,-0.443126826171375,1.04878048780488,-0.443126826171375,-0.201980005959775,-0.444180636996465,-0.444180636996465,"1968-08-01","2002-10-01",34,89
"82",82,27,"Stacey Augmon","F",1610612766,2003,1.20553962759041,0.0162910760485191,74,1.33586823597856,-0.614216662160939,-0.685676058125415,0.902439024390244,-0.685676058125415,-0.615698489796234,-0.687330285036511,-0.687330285036511,"1968-08-01","2003-10-01",35,68
"83",83,27,"Stacey Augmon","F",1610612766,2004,2.0614505560907,0.027124349422246,76,2.22419665262418,-0.287498142986532,-0.380475293549662,0.926829268292683,-0.380475293549662,-0.288175406923817,-0.381371585235836,-0.381371585235836,"1968-08-01","2004-10-01",36,72
"84",84,27,"Stacey Augmon","F",1610612753,2005,0.610003601257875,0.011090974568325,55,0.90945991460265,-0.771426887306482,-0.834983019557116,0.670731707317073,-0.834983019557116,-0.773218822095595,-0.836922587837251,-0.836922587837251,"1968-08-01","2005-10-01",37,42
"85",85,27,"Stacey Augmon","F",1610612753,2006,0.34528236633534,0.009865210466724,35,0.808947258271368,-0.734877572609243,-0.777373778453972,0.426829268292683,-0.777373778453972,-0.736592575111061,-0.77918795543336,-0.77918795543336,"1968-08-01","2006-10-01",38,26
"86",86,30,"William Avery","G",1610612750,2002,0.227603623193058,0.00812870082832351,28,0.666553467922528,-0.986216815944097,-1.03217267160375,0.341463414634146,-1.03217267160375,-0.988562162456985,-1.03462730686945,-1.03462730686945,"1979-08-08","2002-10-01",23,21
"87",87,31,"Dalibor Bagaric","C",1610612741,2002,0.489644829632082,0.00979289659264164,50,0.803017520596615,-0.616235050507847,-0.650240480390711,0.609756097560976,-0.650240480390711,-0.617700534267059,-0.651786833300708,-0.651786833300708,"1980-07-02","2002-10-01",22,41
"88",88,31,"Dalibor Bagaric","C",1610612741,2003,0.0690774638655773,0.00690774638655773,10,0.566435203697734,-0.734417663854632,-0.762025387082511,0.121951219512195,-0.762025387082511,-0.736189482265287,-0.763863810471095,-0.763863810471095,"1980-07-02","2003-10-01",23,7
"89",89,34,"Vin Baker","F",1610612738,2003,0.922268285847511,0.0177359285739906,52,1.45434614306723,-0.705351399503163,-0.645704260873717,0.634146341463415,-0.645704260873717,-0.707053094134338,-0.647262053875658,-0.647262053875658,"1971-11-23","2003-10-01",31,39
"90",90,34,"Vin Baker","F",1610612752,2004,2.56477813590474,0.0442203126880127,58,3.62606564041704,-0.127516276783875,0.104554474992278,0.707317073170732,0.104554474992278,-0.127816668900448,0.104800775628026,0.104800775628026,"1971-11-23","2004-10-01",32,45
"91",91,34,"Vin Baker","F",1610612745,2005,-0.0936517166845196,-0.00346858209942665,27,-0.284423732152985,-1.01409202587542,-1.23255296298373,0.329268292682927,-1.23255296298373,-1.0164476435113,-1.23541603992613,-1.23541603992613,"1971-11-23","2005-10-01",33,21
"92",92,34,"Vin Baker","F",1610612746,2006,0.13716750930695,0.0171459386633688,8,1.40596697039624,-0.796420692848742,-0.588006182646068,0.0975609756097561,-0.588006182646068,-0.798279320097205,-0.589378427645656,-0.589378427645656,"1971-11-23","2006-10-01",34,7
"93",93,38,"Erick Barkley","G",1610612757,2002,0.244723847933587,0.0128802025228204,19,1.05617660687127,-0.980281694288786,-0.891940315844088,0.231707317073171,-0.891940315844089,-0.98261292634261,-0.894061461088876,-0.894061461088876,"1978-02-21","2002-10-01",24,15
"94",94,40,"Dana Barros","G",1610612765,2002,1.01602498499727,0.0307886359090081,33,2.52466814453867,-0.712892325823592,-0.363403873435003,0.402439024390244,-0.363403873435003,-0.714587672631114,-0.364268093141615,-0.364268093141615,"1967-04-13","2002-10-01",35,24
"95",95,40,"Dana Barros","G",1610612738,2004,0.00533179060604165,0.00266589530302083,2,0.218603414847708,-1.06361553604003,-1.14656205356763,0.024390243902439,-1.14656205356763,-1.06612111203511,-1.14926302799019,-1.14926302799019,"1967-04-13","2004-10-01",37,1
"96",96,41,"Jon Barry","G",1610612765,2002,5.85242320236221,0.0636132956778501,92,5.21629024558371,0.963756913811372,0.605359196085817,1.1219512195122,0.605359196085817,0.966048847877529,0.60679881570762,0.60679881570762,"1969-07-25","2002-10-01",33,95
"97",97,41,"Jon Barry","G",1610612765,2003,4.80387076281425,0.0511050081150452,94,4.19061066543371,0.539311503185183,0.235513173037581,1.14634146341463,0.235513173037581,0.54061261847346,0.236081360046796,0.236081360046795,"1969-07-25","2003-10-01",34,97
"98",98,41,"Jon Barry","G",1610612743,2004,2.5797941005636,0.0416095822671548,62,3.4119857459067,-0.175599761857692,0.00245513774401803,0.75609756097561,0.00245513774401795,-0.176013425003015,0.00246092135095827,0.00246092135095825,"1969-07-25","2004-10-01",35,51
"99",99,41,"Jon Barry","G",1610612745,2005,3.29143528193557,0.0438858037591409,75,3.59863590824955,0.0413053803950184,0.0139419872325821,0.914634146341463,0.013941987232582,0.0414013279816598,0.0139743728447024,0.0139743728447022,"1969-07-25","2005-10-01",36,70
"100",100,41,"Jon Barry","G",1610612745,2006,0.477355946073729,0.0238677973036865,20,1.95715937890229,-0.826796012827195,-0.546171246642623,0.24390243902439,-0.546171246642623,-0.828725527733273,-0.547445860386906,-0.547445860386906,"1969-07-25","2006-10-01",37,16
"101",101,42,"Brent Barry","G",1610612759,2005,4.57723373621886,0.0440118628482583,104,3.60897275355718,0.458184576185233,0.0176323584052349,1.26829268292683,0.0176323584052349,0.459248885577881,0.0176733163196664,0.0176733163196664,"1971-12-31","2005-10-01",33,100
"102",102,42,"Brent Barry","G",1610612759,2006,3.18308397617195,0.0378938568591898,84,3.10729626245357,0.0229984314676735,-0.154179589192583,1.02439024390244,-0.154179589192583,0.0230521034927496,-0.154539402025428,-0.154539402025428,"1971-12-31","2006-10-01",34,86
