"","season","player_id","player_name","team_id","position_group","player_quality_score","goals_above_replacement_per_96","position_value","age","pct.season.played","minutes_played"
"51","2013","2vQ1LdEKqr","José Manuel Rivera","4wM42l4qjB","Midfield",23,0.000881311475409836,0,26,0.0934436274509804,305
"52","2013","2vQ1Le1Oqr","Rafael Gladiador","EKXMeX3Q64","Offense",21.6,-0.05168,0.266666666666667,20,0.110294117647059,360
"53","2013","2vQ1Y30QrA","Juninho","kaDQ0wRqEv","Midfield",54.4,0.171312676056338,0.0901408450704225,24,0.978860294117647,3195
"54","2013","2vQ1YBxQrA","Danny Mwanga","pzeQZ6xQKw","Midfield",35.6,0.0757675762439807,0,21,0.190870098039216,623
"55","2013","2vQ1YoKQrA","Justin Morrow","0KPqjA456v","Defense",38.6,0.0034547338671691,0.0904380593499765,25,0.650428921568627,2123
"56","2013","2vQ1lKKqrA","Daniel Paladini","X0Oq66zq6D","Midfield",55.6,0.101682698585419,0.41784548422198,28,0.28155637254902,919
"57","2013","2vQ1zJ0MrA","Jeremy Brockie","kRQabn8MKZ","Offense",45.4,0.135812736660929,0.330464716006885,25,0.356004901960784,1162
"58","2013","315VDkYQ9x","A.J. DeLaGarza","kaDQ0wRqEv","Defense",33.8,0.0494921142857143,0,25,0.804227941176471,2625
"59","2013","315VanvM9x","Lovel Palmer","a2lqR4JMr0","Defense",35.4,0.0541154518950437,0.0699708454810496,28,0.420343137254902,1372
"60","2013","315VdlXQ9x","Gale Agbossoumonde","kRQabn8MKZ","Defense",23.6,-0.0239100511073254,0,21,0.35968137254902,1174
"61","2013","315VeK4YM9","Raphael Augusto","EKXMeX3Q64","Midfield",32.4,0.0975182481751825,0,21,0.125919117647059,411
"62","2013","315VeP16M9","Stephen McCarthy","19vQ2095K6","Defense",36,0.0495321554770318,0,24,0.520220588235294,1698
"63","2013","315VebavM9","Jonny Steele","a2lqRX2Mr0","Offense",47.6,0.0928936534034857,0.34725419269977,27,0.931678921568627,3041
"64","2013","315Veg7YM9","Bradlee Baladez","mKAqBBmqbg","Offense",12.8,-0.173963636363636,0,21,0.0101102941176471,33
"65","2013","315VevzEM9","Anthony Arena","YgOMngl5wN","Defense",52.8,0.2112,0,22,0.024203431372549,79
"66","2013","315VrKY59x","Wells Thompson","X0Oq66zq6D","Defense",39.2,0.0911429541595925,0,29,0.180453431372549,589
"67","2013","4JMA806QKg","Obafemi Martins","jYQJ19EqGR","Offense",59.8,0.160222332506203,0.595533498759305,28,0.493872549019608,1612
"68","2013","4JMAJYO5Kg","Anthony Wallace","pzeQZ6xQKw","Defense",63.2,0.106023529411765,0,24,0.0416666666666667,136
"69","2013","4JMAR995Kg","Danny Califf","kRQabn8MKZ","Defense",16.4,0.0355705263157895,0,32,0.116421568627451,380
"70","2013","4JMAaBP6MK","Maxim Tissot","APk5LGOMOW","Defense",36,0.00111304347826087,0.278260869565217,20,0.105698529411765,345
"71","2013","4JMAaDJ9MK","Charlie Rugg","kaDQ0wRqEv","Offense",28,0.0293268292682927,0.585365853658537,22,0.0502450980392157,164
"72","2013","4JMAaoZ6MK","Joao Plata","a2lqR4JMr0","Offense",57.6,0.085780989438577,0.64035575319622,20,0.551164215686274,1799
"73","2013","4JMAaoa7MK","Héctor Jiménez","kaDQ0wRqEv","Offense",63.4,0.143733538936006,0.444101773323053,24,0.397365196078431,1297
"74","2013","4JMAn0k5Kg","Hernán Bernardello","APk5LGOMOW","Midfield",44,0.125617824377457,0,26,0.233762254901961,763
"75","2013","4JMAw92qKg","Chris Schuler","a2lqR4JMr0","Defense",49.2,0.0736542085759661,0.101641079936474,25,0.578737745098039,1889
"76","2013","4wM4260lqj","Kofi Opare","kaDQ0wRqEv","Defense",28.2,0.0231244501940492,0.124191461836999,22,0.236825980392157,773
"77","2013","4wM42Belqj","Mark Delgado","4wM42l4qjB","Defense",42.8,0.0809061946902655,0.0707964601769911,17,0.415441176470588,1356
"78","2013","4wM42Jezqj","A.J. Soares","19vQ2095K6","Defense",30.4,0.041261135371179,0.0524017467248908,24,0.561274509803922,1832
"79","2013","4wM42XlqjB","Jamie Smith","pzeQZ6xQKw","Midfield",74,0.21270303030303,0.484848484848485,32,0.0606617647058824,198
"80","2013","4wM42Zd4qj","Josh Williams","mvzqoLZQap","Defense",62.8,0.104405316149819,0.115988723318566,24,0.760723039215686,2483
"81","2013","4wM42xzBqj","Matías Laba","kRQabn8MKZ","Midfield",31.2,0.0496852071005917,0.0631163708086785,21,0.465992647058824,1521
"82","2013","4wM4NZyqjB","Sam Cronin","0KPqjA456v","Midfield",51.8,0.10020261356565,0.179215930304916,26,0.98468137254902,3214
"83","2013","4wM4kvpQjB","Maicon Santos","X0Oq66zq6D","Offense",61.2,0.384064719101124,0.431460674157303,28,0.136335784313725,445
"84","2013","7VqG3nxqvW","Pablo Mastroeni","c(""kaDQ0wRqEv"", ""pzeQZ6xQKw"")","Midfield",38,0.0688050955414013,0.152866242038217,36,0.192401960784314,628
"85","2013","7VqGDK6QvW","Eric Brunner","YgOMngl5wN","Defense",34.8,0.0828444444444444,0,27,0.421875,1377
"86","2013","7VqGG6dqvW","Mike Chabala","YgOMngl5wN","Defense",39,0.0425241877256318,0,28,0.0848651960784314,277
"87","2013","7VqGGGdqvW","Chris Wingert","a2lqR4JMr0","Defense",47.8,0.0791619047619048,0.0448179271708683,30,0.65625,2142
"88","2013","7VqGeBYMvW","Peterson Joseph","Z2vQ1xlqrA","Midfield",22.2,0.00138839907192575,0,22,0.396139705882353,1293
"89","2013","7VqGgAXqvW","Daigo Kobayashi","lgpMOvnQzy","Offense",55.4,0.0733613559322034,0.325423728813559,29,0.542279411764706,1770
"90","2013","7VqGmO0eMv","Calum Mallace","APk5LGOMOW","Offense",12,-0.3102,0,23,0.0147058823529412,48
"91","2013","7VqGmeGYMv","Dylan Remick","jYQJ19EqGR","Offense",48.6,0.00331034482758621,0,21,0.00888480392156863,29
"92","2013","7VqGmePWMv","Michael Bustamante","a2lqRX2Mr0","Midfield",45.2,0.138294339622642,0,23,0.0324754901960784,106
"93","2013","7VqGmebWMv","Leo Fernandes","9z5k7Yg5A3","Midfield",23,0.0738796116504854,0,21,0.0946691176470588,309
"94","2013","7VqGo1zqvW","Johnny Leverón","lgpMOvnQzy","Defense",37,0.0833133066818961,0,23,0.536458333333333,1751
"95","2013","7VqGz665vW","Chris Rolfe","X0Oq66zq6D","Offense",47,0.173562913907285,0.211920529801325,30,0.693933823529412,2265
"96","2013","7vQ73B4GQD","Konrad Warzycha","mvzqoLZQap","Midfield",44.8,0.150844712990937,0,24,0.10140931372549,331
"97","2013","7vQ73NxYQD","Kelyn Rowe","19vQ2095K6","Midfield",64,0.156363587504199,0.515955660060464,21,0.912071078431373,2977
"98","2013","7vQ73daLQD","Lawrence Olum","Z2vQ1xlqrA","Midfield",65.8,0.116605459057072,0.158808933002481,28,0.370404411764706,1209
"99","2013","7vQ73orEQD","DeAndre Yedlin","jYQJ19EqGR","Defense",54.8,0.0872792233009709,0.124271844660194,19,0.946691176470588,3090
"100","2013","7vQ73pdzQD","John Stertzer","a2lqR4JMr0","Offense",41.6,0.0484571428571429,0,22,0.0128676470588235,42
"101","2013","7vQ74zEMD1","Andrew Driver","YgOMngl5wN","Midfield",44.2,0.0798116708229426,0.143640897755611,25,0.614276960784314,2005
