"playerid","Season","GP"
1912,2004,1
1913,2004,1
1914,2004,14
1916,1997,35
1916,1998,7
1916,1999,33
1916,2004,2
1917,2004,14
1917,2005,1
1918,2004,19
1918,2005,55
1918,2006,63
1918,2007,68
1918,2008,73
1918,2009,70
1918,2010,61
1918,2011,62
1918,2012,74
1918,2013,60
1918,2014,63
1918,2015,60
1918,2016,18
1921,2004,7
1922,2004,1
1924,2004,16
1928,1997,2
1928,2004,4
1928,2005,4
1929,2004,30
1929,2005,47
1929,2006,18
1929,2007,58
1929,2008,32
1929,2009,44
1929,2010,19
1929,2011,23
1929,2012,1
1931,2004,28
1931,2005,29
1931,2006,26
1931,2007,34
1931,2008,30
1931,2009,15
1932,2004,18
1933,2004,45
1933,2006,8
1933,2007,59
1933,2008,58
1933,2009,50
1933,2010,56
1933,2011,54
1933,2012,48
1933,2013,8
1933,2014,4
1936,2004,41
1936,2005,32
1936,2006,47
1936,2007,31
1936,2008,12
1937,2004,46
1937,2005,13
1937,2006,2
1937,2008,54
1937,2009,37
1937,2010,70
1937,2011,76
1937,2012,61
1937,2013,28
1937,2014,22
1938,2004,7
1938,2006,2
1938,2007,26
1938,2008,12
1938,2010,23
1938,2011,9
1938,2012,14
1938,2013,1
1938,2014,2
1943,2004,24
1943,2005,33
1943,2006,3
1943,2007,52
1943,2008,32
1943,2009,33
1943,2010,33
1943,2011,29
1943,2012,37
1943,2013,29
1943,2014,32
1943,2015,32
1943,2016,27
1943,2017,33
1943,2018,34
1943,2019,36
1943,2020,12
1943,2021,30
1943,2022,26
1943,2023,30
1944,2004,11
1946,2004,7
1946,2005,6
1946,2006,21
1946,2007,4
1946,2008,1
1947,2004,7
1947,2005,7
1947,2006,12
1947,2007,9
1947,2008,51
1947,2009,14
1947,2010,31
1953,2010,37
1953,2011,13
1953,2012,27
1953,2013,17
1953,2014,8
1954,1996,46
1956,1998,10
1956,2005,2
1964,2004,6
1973,2009,11
1973,2010,41
1973,2011,8
1975,2011,12
1984,2010,4
1984,2011,47
1984,2012,5
1984,2016,9
1986,2006,69
1989,2012,26
1989,2013,24
1994,2010,10
1994,2011,28
1994,2012,28
1994,2013,23
1994,2014,4
1994,2015,17
1994,2016,32
1994,2017,31
1994,2018,29
1994,2019,34
1994,2020,4
1995,1999,31
1995,2005,41
1995,2006,16
1995,2007,39
1995,2008,59
1995,2009,76
1995,2010,64
1995,2011,72
1995,2012,56
1995,2013,8
1999,2007,98
2002,1999,17
2002,2004,17
2002,2006,40
2002,2007,64
2002,2008,26
2010,1999,7
2010,2005,10
2010,2007,22
2010,2008,45
2010,2009,16
2010,2011,8
2010,2014,27
2010,2015,11
2015,2004,5
2022,2004,3
2022,2006,5
2022,2007,4
2027,2006,54
2027,2007,85
2027,2008,76
2027,2009,30
2027,2010,4
2029,2004,11
2033,2004,8
2033,2005,5
2036,2008,22
2036,2009,31
2036,2010,32
2036,2011,33
2036,2012,34
2036,2013,35
2036,2014,27
2036,2015,34
2036,2016,23
2036,2017,27
2036,2018,27
2036,2019,29
2036,2020,10
2036,2021,24
2036,2022,22
2036,2023,24
2036,2024,7
2038,2008,36
2038,2009,42
2038,2010,34
2038,2011,34
2038,2012,34
2038,2013,32
2038,2014,28
2038,2015,18
2039,2005,3
2039,2006,11
2039,2007,3
2040,2007,7
2045,2004,2
2045,2005,14
2045,2006,8
2047,2004,5
2047,2005,38
2047,2006,28
2047,2007,26
2047,2008,28
2047,2009,33
2047,2010,20
2047,2011,10
2047,2012,3
2047,2013,30
2047,2014,32
2047,2015,26
2047,2016,27
2047,2017,66
2047,2018,60
2057,2006,4
2057,2008,1
2060,2004,2
2060,2005,34
2060,2006,17
2060,2007,5
2060,2010,44
2061,2004,9
2061,2005,43
2061,2006,39
2061,2007,73
2061,2008,76
2061,2009,79
2061,2010,74
2061,2011,70
2061,2012,16
2061,2013,49
2061,2014,27
2063,2006,12
2063,2007,9
2063,2008,60
2063,2009,47
2063,2010,48
2063,2011,79
2063,2012,72
2063,2013,67
2063,2014,46
2072,2004,6
2072,2005,1
2072,2006,9
2072,2007,32
2072,2008,31
2072,2009,35
2072,2010,32
2072,2011,35
2072,2012,38
2072,2013,33
2072,2014,33
2072,2015,30
2072,2017,1
2074,2005,18
2074,2006,34
2074,2007,30
2074,2008,15
2074,2009,12
2074,2011,11
2074,2012,10
2074,2013,6
2074,2016,38
2078,2006,42
2078,2007,33
2078,2009,17
2078,2011,19
2080,2004,17
2080,2005,42
2080,2006,22
2080,2007,81
2080,2008,74
2080,2009,68
2080,2010,67
2080,2011,64
2080,2012,73
2080,2013,69
2080,2014,13
2085,2004,15
2085,2005,1
2091,2006,17
2091,2007,23
2092,2004,32
2092,2005,6
2092,2007,10
2102,2007,104
2102,2009,72
2102,2015,21
2104,2004,2
2104,2006,4
2104,2008,13
2105,2004,4
2105,2005,15
2105,2006,51
2105,2007,33
2105,2008,22
2105,2009,6
2105,2010,1
2111,2004,11
2111,2007,13
2115,2006,9
2115,2007,33
2115,2008,31
2116,2006,9
2119,2004,11
2119,2005,5
2122,2006,4
2126,2005,4
2130,2005,4
2130,2006,23
2130,2007,2
2130,2009,2
2131,2004,16
2131,2005,79
2131,2006,65
2131,2007,31
2131,2008,37
2131,2010,2
2134,2006,22
2134,2007,6
2134,2008,7
2134,2015,20
2134,2016,8
2136,2021,149
2141,2006,5
2141,2009,21
2141,2010,37
2141,2011,30
2141,2012,2
2141,2013,2
2141,2015,15
2141,2016,6
2144,2004,1
2145,2006,15
2145,2007,12
2145,2008,6
2145,2009,55
2147,2005,3
2147,2006,4
2147,2007,29
2147,2008,4
2147,2009,20
2147,2013,4
2150,2004,31
2150,2005,74
2150,2006,5
2150,2007,4
2150,2008,2
2150,2011,6
2155,2008,4
2155,2009,2
2155,2010,49
2155,2011,23
2155,2012,36
2155,2013,63
2155,2014,32
2155,2015,31
2155,2016,15
2156,2004,12
2156,2005,3
2156,2006,1
2159,2006,18
2159,2007,31
2159,2008,47
2159,2010,15
2163,2004,27
2163,2005,23
2163,2006,16
2163,2009,11
2165,2006,21
2165,2007,23
2168,2006,23
2168,2007,41
2168,2008,63
2168,2010,9
2168,2011,23
2169,2005,22
2169,2006,6
2170,2004,25
2170,2005,76
2170,2006,81
2170,2007,79
2170,2008,77
2170,2009,51
2170,2010,70
2170,2011,77
2170,2012,60
2170,2013,66
2170,2014,58
2170,2015,60
2170,2016,44
2170,2017,19
2173,2006,40
2173,2008,11
2173,2009,8
2173,2010,40
2174,2006,8
2174,2007,7
2174,2008,57
2174,2009,20
2175,2004,10
2175,2006,4
2180,2006,27
2180,2007,57
2180,2008,67
2180,2009,73
2180,2010,20
2185,2011,13
2185,2012,14
2186,2007,12
2186,2008,68
2186,2009,67
2186,2010,72
2186,2011,70
2186,2012,63
2186,2013,9
2193,2004,29
2193,2006,9
2196,2005,28
2196,2006,37
2196,2007,4
2196,2008,15
2203,2009,69
2203,2010,59
2203,2012,68
2203,2013,77
2203,2014,62
2203,2015,6
2204,2004,6
2204,2005,13
2204,2006,1
2204,2007,23
2204,2009,15
2206,2006,4
2206,2008,6
2209,2006,5
2209,2007,39
2209,2008,35
2209,2012,13
2213,2004,18
2213,2006,2
2216,2011,112
2217,2004,16
2217,2005,49
2217,2006,66
2218,2013,85
2218,2015,81
2219,2008,49
2219,2009,48
2219,2010,4
2221,2004,2
2221,2005,7
2226,2004,6
2226,2005,18
2227,2004,3
2227,2005,15
2227,2006,37
2227,2007,35
2227,2008,32
2227,2009,28
2227,2010,12
2228,2004,6
2228,2007,11
2228,2008,9
2229,2006,8
2229,2007,4
2229,2009,37
2233,2005,3
2233,2006,61
2233,2007,37
2233,2008,25
2233,2009,40
2233,2010,37
2233,2012,33
2233,2013,35
2233,2014,32
2233,2015,7
2233,2016,34
2233,2017,26
2233,2018,8
2233,2019,31
2233,2020,10
2233,2021,34
2233,2022,32
2233,2023,23
2236,2004,3
2236,2005,17
2236,2006,61
2236,2007,17
2236,2008,1
2237,2005,43
2237,2006,2
2237,2007,5
2237,2008,75
2237,2009,48
2237,2010,54
2237,2011,5
2237,2014,32
2237,2015,68
2237,2016,61
2237,2017,32
2237,2018,21
2240,2008,94
2242,2004,18
2242,2005,35
2242,2006,20
2242,2009,43
2242,2010,5
2242,2012,3
2246,2005,1
2246,2006,2
2246,2007,3
2247,2012,20
2266,2004,2
2267,2011,39
2267,2012,15
2267,2013,26
2267,2014,29
2267,2015,64
2268,2006,11
2271,2010,1
2304,2004,46
2304,2005,8
2332,2005,28
2332,2006,64
2332,2007,62
2332,2008,40
2332,2009,27
2332,2010,39
2332,2011,71
2332,2012,77
2332,2013,80
2332,2014,69
2332,2015,33
2332,2016,31
2351,2005,10
2351,2006,21
2351,2007,9
2355,2004,10
2362,2004,6
2362,2005,32
2362,2009,25
2362,2010,27
2362,2011,7
2365,2011,3
2374,2008,3
2374,2011,2
2377,2010,8
2377,2011,17
2379,2006,5
2385,2010,4
2385,2011,18
2385,2012,12
2385,2013,62
2385,2014,61
2385,2015,9
2391,2013,45
2391,2014,64
2391,2015,72
2391,2016,54
2391,2017,61
2391,2018,63
2391,2019,62
2391,2020,23
2412,2010,18
2412,2011,8
2412,2012,3
2412,2013,4
2413,2013,19
2413,2014,30
2413,2015,16
2413,2016,19
2429,2011,3
2429,2012,12
2429,2013,26
2429,2014,36
2429,2015,32
2429,2016,32
2429,2017,29
2429,2018,33
2429,2019,7
2429,2020,1
2429,2021,16
2429,2022,31
2429,2023,15
2430,2016,104
2431,2011,6
2431,2012,11
2432,2008,13
2436,2008,1
2461,2005,37
2461,2006,26
2467,2005,57
2467,2006,81
2467,2007,58
2467,2008,26
2467,2009,78
2467,2010,69
2467,2011,69
2467,2012,23
2468,2008,15
2468,2009,59
2468,2011,3
2491,2004,10
2492,2005,6
2492,2006,10
2506,2010,32
2514,2005,6
2514,2006,5
2518,2005,6
2518,2006,5
2520,2011,18
2520,2012,35
2520,2013,33
2520,2014,33
2520,2015,31
2520,2017,33
2520,2018,31
2520,2019,33
2520,2020,13
2520,2021,28
2520,2022,21
2520,2023,32
2520,2024,23
2532,2004,18
2532,2005,24
2533,2006,8
2533,2007,34
2533,2008,5
2534,2011,4
2540,2011,6
2540,2013,1
2540,2014,35
2540,2015,1
2540,2016,9
2548,2009,3
2548,2010,26
2557,2006,7
2557,2007,17
2557,2011,8
2557,2012,10
2557,2013,19
2565,2011,62
2565,2012,6
2565,2013,2
2565,2014,3
2567,2011,72
2568,2006,23
2568,2007,1
2568,2008,4
2568,2009,2
2568,2010,18
2568,2011,8
2570,2012,17
2570,2013,14
2575,2005,26
2575,2006,14
2575,2007,19
2575,2008,29
2575,2009,35
2575,2010,54
2575,2011,9
2576,2007,14
2579,2017,54
2586,2005,25
2586,2006,30
2586,2007,32
2586,2008,25
2586,2009,34
2586,2010,34
2586,2011,30
2586,2012,34
2586,2013,13
2586,2014,6
2586,2015,17
2608,2009,9
2608,2010,28
2608,2011,33
2608,2012,14
2608,2013,32
2608,2014,12
2608,2015,5
2608,2016,34
2608,2017,34
2608,2018,36
2608,2019,25
2608,2020,2
2608,2021,46
2608,2022,35
2613,2006,9
2613,2007,1
2625,2007,26
2634,2004,3
2634,2006,7
2636,2018,103
2638,2004,3
2638,2005,10
2638,2007,1
2642,2004,25
2642,2005,6
2642,2007,22
2642,2010,43
2642,2011,17
2642,2012,42
2642,2013,51
2642,2014,70
2642,2015,23
2643,2004,1
2646,2009,8
2646,2010,32
2646,2011,12
2646,2012,34
2646,2013,65
2646,2014,62
2646,2015,58
2646,2016,8
2651,2006,12
2651,2007,25
2651,2008,54
2651,2009,49
2651,2010,35
2653,2005,8
2656,2007,8
2656,2008,20
2656,2009,7
2658,2005,29
2658,2006,59
2658,2007,60
2658,2008,13
2658,2009,12
2660,2009,18
2660,2010,28
2660,2011,20
2660,2012,21
2660,2013,60
2660,2014,66
2660,2015,63
2660,2016,54
2660,2017,73
2660,2018,40
2668,2007,17
2692,2007,19
2692,2008,42
2692,2009,32
2692,2010,73
2692,2011,27
2692,2012,22
2692,2013,45
2692,2014,69
2692,2015,36
2692,2016,20
2710,2006,64
2710,2007,38
2714,2015,57
2717,2009,31
2717,2010,27
2717,2011,31
2717,2012,31
2717,2013,32
2717,2014,32
2717,2015,28
2717,2016,33
2717,2017,33
2717,2018,33
2717,2019,32
2717,2020,12
2727,2007,17
2727,2008,1
2735,2006,19
2735,2007,7
2737,2006,42
2739,2006,18
2739,2007,11
2739,2008,12
2739,2009,47
2739,2010,61
2739,2011,39
2739,2012,6
2743,2013,72
2743,2014,32
2744,2010,4
2744,2011,5
2746,2011,11
2746,2012,11
2756,2006,7
2760,2008,8
2760,2009,1
2766,2005,24
2766,2006,24
2766,2007,63
2766,2008,67
2766,2009,24
2766,2010,20
2786,2007,16
2790,2006,21
2790,2007,59
2790,2008,82
2790,2009,79
2790,2010,77
2790,2011,75
2790,2012,61
2790,2013,52
2790,2014,15
2807,2006,35
2807,2007,78
2807,2008,76
2807,2009,35
2807,2010,55
2807,2012,47
2807,2013,31
2819,2007,3
2819,2008,9
2826,2017,2
2830,2014,138
2835,2011,4
2835,2012,19
2835,2013,18
2835,2014,3
2851,2015,12
2857,2011,4
2858,2011,31
2859,2007,1
2859,2009,15
2859,2010,8
2859,2011,15
2859,2012,33
2859,2013,13
2859,2014,47
2859,2015,41
2859,2016,16
2859,2018,1
2859,2019,18
2859,2020,16
2859,2021,53
2859,2022,30
2860,2005,24
2860,2006,12
2860,2007,24
2860,2008,43
2862,2008,4
2868,2013,19
2868,2014,7
2873,2004,4
2873,2005,3
2873,2006,2
2873,2007,46
2873,2008,51
2873,2009,46
2873,2010,52
2873,2011,49
2873,2012,73
2873,2013,57
2873,2014,54
2873,2015,67
2873,2016,62
2873,2017,63
2873,2018,26
2882,2012,31
2882,2013,75
2882,2014,62
2882,2015,73
2882,2016,27
2882,2017,61
2882,2018,68
2882,2019,45
2882,2020,10
2882,2021,4
2886,2005,41
2886,2006,7
2886,2007,13
2886,2008,45
2886,2009,74
2886,2010,68
2886,2011,68
2886,2014,32
2895,2011,4
2895,2012,22
2895,2013,24
2895,2014,22
2895,2015,61
2895,2016,53
2895,2017,50
2895,2018,44
2895,2023,7
2899,2008,5
2899,2009,11
2902,2007,34
2902,2008,15
2913,2007,18
2913,2008,7
2920,2004,9
2920,2005,4
2920,2006,1
2929,2011,4
2929,2012,8
2929,2013,30
2929,2014,21
2929,2015,30
2929,2016,31
2929,2017,7
2932,2005,27
2932,2006,18
2932,2009,15
2951,2015,9
2951,2016,10
2951,2017,14
2951,2018,2
2964,2004,10
2964,2005,6
2964,2007,24
2965,2007,12
2966,2011,26
2966,2012,17
2966,2013,4
3001,2006,24
3001,2007,64
3001,2008,72
3001,2009,79
3001,2010,10
3001,2011,14
3044,2011,4
3044,2014,1
3052,2007,6
3052,2008,9
3053,2006,26
3053,2007,9
3064,2010,5
3064,2011,2
3086,2014,52
3086,2017,148
3086,2021,80
3087,2007,6
3087,2008,15
3087,2009,42
3088,2007,4
3088,2008,2
3089,2007,9
3089,2008,8
3094,2005,3
3096,2010,26
3096,2011,51
3096,2012,65
3096,2013,75
3096,2014,67
3096,2015,54
3096,2016,72
3096,2017,65
3096,2018,68
3096,2019,62
3096,2020,27
3096,2021,69
3096,2022,65
3096,2023,50
3096,2024,54
3100,2007,8
3104,2007,4
3106,2006,23
3107,2006,9
3107,2007,61
3107,2008,45
3107,2009,11
3107,2010,49
3107,2011,31
3107,2012,10
3109,2006,16
3109,2007,9
3116,2007,3
3124,2011,14
3124,2012,27
3124,2013,2
3126,2007,6
3126,2008,25
3126,2009,1
3126,2010,4
3126,2011,2
3126,2012,30
3126,2013,22
3128,2011,5
3128,2012,5
3132,2011,43
3132,2012,68
3132,2013,67
3132,2014,78
3132,2015,77
3132,2016,70
3132,2017,71
3132,2018,72
3132,2019,60
3132,2020,21
3132,2021,62
3137,2008,17
3137,2009,31
3137,2010,31
3137,2011,33
3137,2012,32
3137,2013,32
3137,2014,33
3137,2015,34
3137,2016,34
3137,2017,31
3137,2018,35
3137,2019,29
3137,2020,12
3137,2021,30
3137,2022,23
3137,2023,27
3137,2024,9
3143,2005,1
3143,2007,11
3143,2008,3
3143,2009,10
3152,2005,11
3152,2006,25
3152,2007,17
3158,2007,3
3158,2008,7
3158,2010,11
3164,2011,68
3164,2012,72
3164,2013,66
3164,2014,22
3164,2018,38
3164,2019,9
3166,2009,7
3166,2010,1
3166,2011,16
3166,2012,26
3166,2013,24
3167,2006,12
3167,2007,2
3167,2009,2
3180,2005,10
3180,2006,50
3180,2007,44
3180,2008,73
3180,2009,64
3180,2010,57
3184,2008,5
3184,2009,23
3184,2010,32
3184,2011,34
3184,2012,31
3184,2013,27
3184,2014,34
3184,2015,32
3184,2016,35
3184,2017,16
3184,2018,30
3184,2019,22
3184,2021,39
3184,2022,40
3192,2012,20
3192,2013,61
3192,2014,29
3192,2015,68
3192,2016,66
3192,2017,46
3192,2018,61
3192,2019,68
3192,2020,20
3192,2021,8
3193,2006,27
3193,2007,34
3193,2008,45
3193,2009,51
3193,2013,16
3196,2004,7
3196,2005,31
3196,2006,31
3196,2007,30
3196,2008,18
3196,2009,14
3196,2010,4
3196,2011,4
3196,2012,20
3196,2014,30
3196,2015,34
3196,2016,34
3196,2017,14
3200,2005,23
3200,2006,33
3200,2007,28
3200,2008,32
3200,2009,24
3200,2010,33
3200,2011,33
3200,2012,30
3200,2013,32
3200,2014,31
3200,2015,17
3200,2016,30
3200,2017,33
3200,2018,5
3200,2019,3
3200,2021,38
3201,2005,6
3201,2006,28
3201,2008,14
3201,2009,29
3201,2010,31
3201,2011,26
3201,2012,34
3201,2013,26
3201,2014,29
3201,2015,31
3201,2016,33
3201,2017,38
3201,2018,27
3201,2019,69
3203,2010,79
3211,2016,45
3216,2005,39
3216,2007,3
3217,2011,12
3217,2012,12
3219,2011,14
3219,2012,6
3219,2013,11
3219,2014,8
3220,2012,8
3220,2013,51
3220,2014,71
3220,2015,59
3220,2017,5
3223,2012,40
3223,2013,2
3234,2004,6
3234,2007,2
3234,2012,28
3234,2013,46
3237,2013,38
3237,2014,37
3237,2015,30
3237,2016,16
3237,2017,43
3237,2018,47
3237,2019,51
3237,2020,23
3237,2021,38
3237,2022,28
3237,2023,3
3237,2024,79
3240,2011,28
3240,2012,12
3240,2013,8
3240,2014,71
3240,2015,64
3240,2016,69
3240,2017,38
3240,2018,41
3240,2019,65
3240,2020,20
3240,2021,22
3240,2022,3
3241,2008,5
3241,2009,24
3241,2010,16
3241,2011,19
3241,2012,63
3241,2013,63
3243,2015,5
3245,2007,26
3245,2008,47
3245,2009,15
3245,2010,27
3245,2014,6
3246,2005,59
3246,2006,68
3246,2007,17
3254,2008,26
3254,2009,20
3254,2010,7
3254,2011,75
3254,2012,31
3254,2013,33
3254,2014,33
3254,2015,32
3254,2016,34
3254,2017,35
3254,2018,10
3254,2019,32
3254,2020,4
3265,2007,7
3265,2009,65
3265,2010,58
3265,2011,20
3265,2013,53
3265,2014,61
3271,2010,16
3271,2011,62
3271,2012,45
3271,2013,50
3271,2014,58
3271,2015,12
3273,2006,38
3273,2007,32
3273,2008,22
3273,2009,24
3273,2010,33
3273,2011,32
3273,2012,3
3273,2013,32
3273,2014,32
3273,2015,20
3273,2016,2
3276,2008,57
3276,2009,10
3277,2008,31
3277,2009,12
3281,2007,54
3281,2008,82
3281,2009,37
3281,2010,52
3281,2011,71
3281,2012,72
3281,2013,70
3281,2014,75
3281,2015,70
3281,2016,54
3281,2017,59
3281,2018,56
3281,2019,28
3281,2021,50
3281,2022,34
3282,2011,24
3282,2012,12
3282,2014,7
3282,2015,13
3283,2008,31
3283,2009,21
3283,2010,31
3283,2011,32
3283,2012,33
3283,2013,32
3283,2014,32
3284,2006,18
3284,2007,6
3284,2008,10
3284,2009,16
3284,2010,33
3284,2011,32
3284,2012,31
3284,2013,29
3284,2014,22
3284,2015,25
3284,2016,35
3284,2017,28
3284,2018,25
3284,2019,30
3284,2020,11
3284,2022,14
3288,2008,4
3292,2011,30
3292,2012,22
3292,2013,12
3292,2014,33
3292,2015,10
3292,2019,12
3293,2008,5
3293,2010,14
3298,2018,111
3298,2019,108
3298,2020,10
3298,2021,91
3298,2022,70
3299,2011,12
3299,2012,11
3299,2013,7
3299,2014,52
3299,2015,49
3299,2016,37
3299,2017,49
3299,2018,34
3308,2008,2
3316,2008,28
3316,2009,20
3316,2010,14
3316,2011,17
3319,2009,4
3321,2008,30
3321,2009,68
3321,2010,72
3321,2011,16
3321,2012,69
3321,2013,68
3321,2014,67
3321,2015,68
3321,2016,34
3321,2017,64
3321,2018,20
3321,2019,8
3321,2020,19
3321,2021,12
3321,2022,28
3332,2009,3
3332,2011,6
3332,2012,30
3332,2013,4
3340,2006,10
3340,2007,16
3340,2008,30
3340,2009,32
3340,2010,33
3340,2011,31
3340,2012,18
3340,2013,24
3340,2014,27
3340,2015,26
3340,2016,19
3340,2017,24
3344,2008,8
3344,2009,16
3344,2010,61
3344,2011,51
3344,2012,78
3344,2013,27
3355,2007,5
3355,2008,2
3355,2009,6
3357,2009,5
3357,2010,14
3357,2011,59
3357,2012,17
3357,2013,48
3357,2014,43
3357,2015,65
3357,2016,16
3359,2009,4
3359,2010,3
3364,2016,86
3364,2017,76
3367,2009,11
3367,2010,18
3367,2011,4
3369,2006,1
3369,2007,4
3369,2008,1
3369,2009,3
3374,2006,2
3374,2007,15
3374,2008,34
3374,2009,33
3374,2010,33
3374,2011,32
3374,2012,31
3374,2013,32
3374,2014,25
3374,2015,32
3374,2016,29
3374,2017,31
3377,2007,1
3384,2007,26
3384,2008,51
3384,2009,47
3384,2010,37
3387,2009,2
3387,2010,5
3395,2018,16
3396,2007,6
3397,2014,36
3397,2015,61
3397,2016,45
3397,2017,31
3403,2009,29
3403,2010,32
3403,2011,32
3403,2012,32
3403,2013,4
3404,2005,5
3404,2006,56
3404,2007,55
3409,2009,7
3409,2010,22
3411,2012,42
3411,2014,61
3411,2016,56
3411,2018,62
3411,2020,29
3418,2006,7
3418,2007,15
3418,2008,12
3420,2009,7
3422,2007,14
3422,2008,2
3425,2006,11
3425,2007,37
3425,2008,30
3425,2009,2
3425,2010,20
3425,2011,5
3440,2005,7
3440,2006,1
3440,2007,3
3440,2009,3
3440,2010,6
3448,2012,70
3448,2018,69
3448,2019,87
3455,2008,32
3455,2010,9
3460,2006,19
3460,2007,1
3462,2011,2
3462,2014,1
3470,2005,45
3470,2006,27
3470,2007,12
3473,2018,149
3473,2021,140
3474,2009,3
3475,2005,23
3475,2006,69
3475,2007,38
3486,2006,1
3500,2008,5
3503,2007,6
3507,2013,10
3507,2014,19
3507,2015,14
3508,2007,1
3520,2006,3
3520,2007,22
3521,2007,14
3521,2008,7
3521,2009,32
3521,2010,10
3521,2012,3
3523,2007,48
3523,2008,10
3523,2009,11
3532,2006,1
3532,2008,12
3532,2009,61
3532,2010,50
3532,2011,39
3542,2011,20
3542,2012,6
3542,2013,5
3542,2014,31
3542,2015,30
3542,2016,42
3542,2017,24
3542,2018,28
3542,2019,23
3542,2020,12
3542,2021,13
3543,2007,4
3543,2008,16
3543,2009,17
3543,2010,28
3543,2011,14
3543,2012,29
3543,2013,16
3543,2014,28
3543,2015,18
3543,2016,37
3543,2017,2
3543,2018,17
3543,2019,12
3545,2006,7
3545,2007,8
3545,2008,4
3545,2009,6
3545,2010,9
3546,2005,2
3547,2014,15
3547,2015,17
3547,2016,1
3548,2011,4
3548,2012,17
3548,2013,10
3548,2014,9
3548,2015,58
3548,2016,53
3548,2017,70
3548,2018,25
3548,2019,75
3548,2020,24
3548,2021,67
3548,2022,58
3548,2023,5
3551,2008,13
3551,2009,39
3551,2010,33
3551,2011,20
3551,2012,37
3551,2013,14
3551,2015,23
3551,2016,37
3551,2017,32
3551,2018,28
3551,2019,10
3553,2006,21
3553,2007,37
3553,2008,4
3555,2016,53
3555,2017,50
3555,2018,22
3555,2019,2
3566,2005,35
3566,2007,18
3578,2008,57
3580,2005,24
3580,2006,44
3580,2007,65
3580,2008,49
3580,2009,72
3580,2010,33
3580,2011,34
3580,2012,34
3580,2013,33
3580,2014,32
3580,2015,21
3588,2010,14
3588,2011,6
3593,2007,3
3599,2010,7
3599,2014,60
3599,2015,10
3599,2019,6
3600,2006,52
3600,2007,11
3600,2008,15
3621,2007,4
3625,2006,3
3625,2008,6
3625,2010,19
3625,2011,53
3625,2012,10
3638,2006,21
3638,2008,7
3638,2009,17
3638,2011,13
3638,2012,35
3642,2005,21
3642,2006,14
3642,2007,29
3642,2008,21
3642,2009,22
3642,2010,32
3642,2011,13
3642,2015,1
3646,2011,9
3656,2006,1
3656,2007,1
3656,2008,54
3656,2009,64
3656,2010,26
3656,2011,69
3656,2012,71
3656,2013,74
3656,2014,54
3656,2015,72
3656,2016,65
3656,2017,61
3656,2018,62
3677,2010,60
3677,2011,66
3677,2012,63
3677,2013,52
3677,2014,40
3677,2016,7
3681,2008,39
3681,2009,4
3685,2009,16
3685,2010,10
3688,2007,20
3688,2008,29
3688,2009,2
3688,2010,9
3688,2011,28
3704,2011,117
3704,2013,123
3704,2014,82
3706,2005,67
3706,2006,65
3706,2007,19
3714,2010,36
3714,2012,102
3719,2009,3
3720,2004,7
3720,2005,21
3720,2006,36
3720,2007,69
3720,2008,18
3727,2006,5
3731,2004,3
3731,2005,20
3731,2006,33
3731,2007,14
3731,2008,31
3731,2009,67
3731,2010,70
3731,2011,65
3731,2012,74
3731,2013,58
3731,2014,63
3732,2011,26
3732,2012,18
3732,2013,1
3732,2015,3
3752,2010,5
3753,2006,12
3762,2006,4
3762,2008,31
3762,2011,8
3762,2013,19
3762,2014,16
3762,2015,18
3769,2008,14
3769,2009,14
3773,2011,11
3775,2009,18
3775,2010,26
3775,2011,13
3777,2007,5
3777,2009,23
3777,2010,19
3777,2011,39
3777,2012,7
3777,2014,4
3799,2005,15
3799,2006,22
3799,2007,4
3799,2008,16
3799,2010,23
3799,2011,76
3799,2012,61
3799,2013,18
3802,2010,16
3805,2009,20
3805,2010,5
3808,2005,22
3808,2007,20
3808,2008,43
3808,2009,5
3815,2009,10
3815,2010,31
3815,2011,31
3815,2012,33
3815,2013,32
3815,2014,16
3815,2015,24
3815,2016,17
3815,2017,3
3830,2006,35
3830,2007,5
3830,2008,34
3830,2009,31
3830,2010,26
3830,2011,33
3830,2012,31
3830,2013,34
3830,2014,27
3830,2015,9
3830,2016,32
3830,2017,33
3832,2016,3
3833,2007,7
3833,2010,14
3833,2012,17
3840,2005,14
3840,2006,34
3840,2007,21
3840,2008,32
3840,2009,33
3840,2010,32
3840,2011,21
3840,2012,8
3840,2013,26
3840,2014,74
3840,2015,71
3840,2016,81
3840,2017,27
3840,2018,72
3840,2019,30
3847,2009,2
3847,2010,14
3855,2013,13
3855,2014,24
3855,2015,8
3855,2016,37
3862,2011,13
3862,2012,1
3862,2013,11
3862,2014,19
3862,2015,32
3862,2016,13
3862,2017,9
3873,2013,6
3873,2014,6
3874,2007,23
3876,2006,3
3876,2007,11
3877,2013,15
3877,2014,2
3881,2011,4
3886,2004,6
3886,2005,7
3886,2006,11
3886,2007,16
3886,2008,33
3886,2009,30
3886,2010,31
3886,2011,31
3886,2012,29
3886,2013,5
3886,2014,9
3886,2015,7
3886,2016,28
3888,2006,5
3888,2007,16
3892,2021,54
3894,2010,8
3895,2015,30
3895,2016,43
3915,2005,9
3915,2006,2
3915,2007,6
3915,2008,14
3915,2009,64
3915,2010,25
3915,2011,5
3920,2007,6
3920,2008,6
3920,2009,3
3920,2011,11
3926,2009,9
3926,2010,2
3926,2012,35
3926,2013,73
3926,2014,73
3926,2015,62
3926,2016,39
3926,2017,10
3935,2009,10
3935,2010,9
