"","X","athlete_display_name","athlete_id","position","season","pie.season","pie.game","games_played","pie.season.f","pie.season.s.p","pie.game.s.p","pct_season_played","pie.season.f.s.p","pie.season.s","pie.game.s","pie.season.f.s","birth_date","season_start","age","availability"
"1382",1382,"Candace Parker",812,"F",2021,3.8910899151448,0.114443821033671,34,5.03552812548151,1.91128527298791,1.66825368483302,0.772727272727273,1.66825368483302,1.91128527298791,1.66825368483302,1.66825368483302,"1986-04-19","2021-05-01",35,60
"1383",1383,"Candace Parker",812,"F",2022,4.79637552268329,0.114199417206745,42,5.02477435709678,1.83956588643304,1.74911107483724,0.954545454545455,1.74911107483724,1.83956588643304,1.74911107483724,1.74911107483724,"1986-04-19","2022-05-01",36,92
"1384",1384,"Candace Parker",812,"F",2023,1.41902208219915,0.0788345601221748,18,3.46872064537569,-0.237214768711096,0.630216519295107,0.409090909090909,0.630216519295106,-0.237214768711096,0.630216519295107,0.630216519295106,"1986-04-19","2023-05-01",37,16
"1385",1385,"Sequoia Holmes",814,"G",2008,0.0481529047490475,0.0032101936499365,15,0.141248520597206,-1.25863481211051,-1.33294351653297,0.340909090909091,-1.33294351653297,-1.25863481211051,-1.33294351653297,-1.33294351653297,"1986-06-13","2008-05-01",21,12
"1386",1386,"Sequoia Holmes",814,"G",2010,-0.0341741551377113,-0.00213588469610696,16,-0.0939789266287061,-1.31086829250199,-1.5802991740627,0.363636363636364,-1.5802991740627,-1.31086829250199,-1.5802991740627,-1.5802991740627,"1986-06-13","2010-05-01",23,13
"1387",1387,"Sequoia Holmes",814,"G",2017,0.350934750609617,0.0129975833559118,27,0.571893667660117,-0.937202977180671,-0.937614578154189,0.613636363636364,-0.937614578154189,-0.937202977180671,-0.937614578154189,-0.937614578154189,"1986-06-13","2017-05-01",30,29
"1388",1388,"Sequoia Holmes",814,"G",2018,0.0393855554069767,0.0131285184689922,3,0.577654812635658,-1.059352331994,-0.802530229509374,0.0681818181818182,-0.802530229509374,-1.059352331994,-0.802530229509374,-0.802530229509374,"1986-06-13","2018-05-01",31,2
"1389",1389,"Tamera Young",819,"F",2008,0.770521349515947,0.0248555274037402,31,1.09364320576457,-0.711519490388948,-0.797657255048145,0.704545454545455,-0.797657255048145,-0.711519490388948,-0.797657255048145,-0.797657255048145,"1986-10-30","2008-05-01",21,44
"1390",1390,"Tamera Young",819,"F",2009,0.331976287139249,0.0158083946256785,21,0.695569363529855,-1.10451976413906,-1.03710540745463,0.477272727272727,-1.03710540745463,-1.10451976413906,-1.03710540745463,-1.03710540745463,"1986-10-30","2009-05-01",22,20
"1391",1391,"Tamera Young",819,"F",2010,0.818613802672736,0.025581681333523,32,1.12559397867501,-0.736040639342093,-0.795544934555796,0.727272727272727,-0.795544934555795,-0.736040639342093,-0.795544934555796,-0.795544934555796,"1986-10-30","2010-05-01",23,48
"1392",1392,"Tamera Young",819,"F",2011,1.13422728940183,0.0333596261588772,34,1.4678235509906,-0.468654895209437,-0.553716733099065,0.772727272727273,-0.553716733099065,-0.468654895209437,-0.553716733099065,-0.553716733099065,"1986-10-30","2011-05-01",24,60
"1393",1393,"Tamera Young",819,"F",2012,1.2066125912052,0.036564017915309,33,1.6088167882736,-0.382112023459491,-0.447250988886942,0.75,-0.447250988886942,-0.382112023459491,-0.447250988886942,-0.447250988886942,"1986-10-30","2012-05-01",25,53
"1394",1394,"Tamera Young",819,"F",2013,1.0080306053422,0.0288008744383485,35,1.26723847528733,-0.429038075328587,-0.495198779956452,0.795454545454545,-0.495198779956452,-0.429038075328587,-0.495198779956452,-0.495198779956452,"1986-10-30","2013-05-01",26,67
"1395",1395,"Tamera Young",819,"F",2014,1.75107655039852,0.0407227104743842,43,1.7917992608729,0.0986704265451456,-0.14407712150477,0.977272727272727,-0.14407712150477,0.0986704265451456,-0.14407712150477,-0.14407712150477,"1986-10-30","2014-05-01",27,96
"1396",1396,"Tamera Young",819,"F",2015,0.492393053073059,0.0223815024124118,22,0.984786106146117,-0.755580957515304,-0.652143786365321,0.5,-0.652143786365321,-0.755580957515304,-0.652143786365321,-0.652143786365321,"1986-10-30","2015-05-01",28,21
"1397",1397,"Tamera Young",819,"F",2016,1.44937830777953,0.0402605085494313,36,1.77146237617498,-0.0329889667861261,-0.123143928810995,0.818181818181818,-0.123143928810995,-0.0329889667861262,-0.123143928810995,-0.123143928810995,"1986-10-30","2016-05-01",29,74
"1398",1398,"Tamera Young",819,"F",2017,1.2116009110788,0.0346171688879657,35,1.52315543107049,-0.0802286888307863,-0.116259100203239,0.795454545454545,-0.116259100203239,-0.0802286888307863,-0.116259100203239,-0.116259100203239,"1986-10-30","2017-05-01",30,67
"1399",1399,"Tamera Young",819,"F",2018,1.86791506759058,0.0566034868966841,33,2.4905534234541,0.2444864646401,0.270383348844976,0.75,0.270383348844976,0.2444864646401,0.270383348844976,0.270383348844976,"1986-10-30","2018-05-01",31,53
"1400",1400,"Tamera Young",819,"F",2019,1.223019817054,0.031359482488564,39,1.37981722949682,-0.179369914718611,-0.331575758895789,0.886363636363636,-0.331575758895789,-0.179369914718611,-0.331575758895789,-0.331575758895789,"1986-10-30","2019-05-01",32,86
"1401",1401,"Alexis Hornbuckle",828,"G",2008,2.19560937697612,0.0535514482189297,41,2.35626372163291,0.134596773083858,-0.12955158174522,0.931818181818182,-0.12955158174522,0.134596773083858,-0.12955158174522,-0.12955158174522,"1985-10-16","2008-05-01",22,91
"1402",1402,"Alexis Hornbuckle",828,"G",2009,2.02822271208311,0.0548168300563002,37,2.41194052247721,0.0307076948303203,-0.0990962557101252,0.840909090909091,-0.0990962557101251,0.0307076948303203,-0.0990962557101252,-0.0990962557101251,"1985-10-16","2009-05-01",23,76
"1403",1403,"Alexis Hornbuckle",828,"G",2010,0.635929412076351,0.023552941188013,27,1.03632941227257,-0.780927455326222,-0.786212883346985,0.613636363636364,-0.786212883346985,-0.780927455326222,-0.786212883346984,-0.786212883346985,"1985-10-16","2010-05-01",24,29
"1404",1404,"Alexis Hornbuckle",828,"G",2011,0.282544343582632,0.00941814478608773,30,0.41439837058786,-1.00874514450163,-1.06146554812852,0.681818181818182,-1.06146554812852,-1.00874514450163,-1.06146554812852,-1.06146554812852,"1985-10-16","2011-05-01",25,37
"1405",1405,"Alexis Hornbuckle",828,"G",2012,0.786626821507091,0.0238371764093058,33,1.04883576200945,-0.455516095205598,-0.43207416835801,0.75,-0.43207416835801,-0.455516095205598,-0.43207416835801,-0.43207416835801,"1985-10-16","2012-05-01",26,49
"1406",1406,"Alexis Hornbuckle",828,"G",2013,0.162667372509054,0.00478433448556042,34,0.210510717364659,-0.957909835839677,-1.11957887274534,0.772727272727273,-1.11957887274534,-0.957909835839677,-1.11957887274534,-1.11957887274534,"1985-10-16","2013-05-01",27,55
"1407",1407,"Tasha Humphrey",829,NA,2008,1.22394194611375,0.0453311831893983,27,1.99457206033352,0.829329465926532,1.11163435814022,0.613636363636364,1.11163435814022,0.829329465926532,1.11163435814022,1.11163435814022,"1985-12-29","2008-05-01",22,56
"1408",1408,"Tasha Humphrey",829,NA,2009,0.43239651030177,0.0154427325107775,28,0.679480230474209,-0.166553934253773,-0.222483622628303,0.636363636363636,-0.222483622628303,-0.166553934253773,-0.222483622628303,-0.222483622628303,"1985-12-29","2009-05-01",23,61
"1409",1409,"Olayinka Sanni",832,NA,2008,0.289857030532886,0.00805158418146905,36,0.354269703984638,-0.367635048270488,-0.373636340199148,0.818181818181818,-0.373636340199149,-0.367635048270488,-0.373636340199148,-0.373636340199149,"1985-08-21","2008-05-01",22,94
"1410",1410,"Olayinka Sanni",832,NA,2009,0.626094918684226,0.018414556431889,34,0.810240483003117,0.183734922811704,-0.0903903589285343,0.772727272727273,-0.0903903589285344,0.183734922811704,-0.0903903589285343,-0.0903903589285343,"1985-08-21","2009-05-01",23,86
"1411",1411,"Olayinka Sanni",832,NA,2011,-0.0844858500933132,-0.0060347035780938,14,-0.265526957436127,-0.559178011223974,-0.616713428079056,0.318181818181818,-0.616713428079056,-0.559178011223974,-0.616713428079056,-0.616713428079056,"1985-08-21","2011-05-01",25,21
"1412",1412,"Marissa Coleman",835,"G",2009,1.09065559881733,0.0363551866272442,30,1.59962821159875,-0.685236535479537,-0.618444021452895,0.681818181818182,-0.618444021452895,-0.685236535479537,-0.618444021452895,-0.618444021452895,"1987-01-04","2009-05-01",22,37
"1413",1413,"Marissa Coleman",835,"G",2010,1.88400670447223,0.0523335195686732,36,2.30267486102162,0.20609478653727,0.103444854770165,0.818181818181818,0.103444854770165,0.20609478653727,0.103444854770165,0.103444854770165,"1987-01-04","2010-05-01",23,69
"1414",1414,"Marissa Coleman",835,"G",2011,1.75839311765206,0.0517174446368253,34,2.27556756402031,0.0746175326152931,0.188975723487402,0.772727272727273,0.188975723487402,0.0746175326152931,0.188975723487402,0.188975723487402,"1987-01-04","2011-05-01",24,56
"1415",1415,"Marissa Coleman",835,"G",2012,0.794318551135225,0.0209031197667164,38,0.919737269735523,-0.449777539829537,-0.507958365966298,0.863636363636364,-0.507958365966298,-0.449777539829537,-0.507958365966298,-0.507958365966298,"1987-01-04","2012-05-01",25,81
"1416",1416,"Marissa Coleman",835,"G",2013,1.17481238286982,0.0317516860235086,37,1.39707418503438,-0.126543278179019,-0.313817867904202,0.840909090909091,-0.313817867904202,-0.126543278179019,-0.313817867904202,-0.313817867904202,"1987-01-04","2013-05-01",26,76
"1417",1417,"Marissa Coleman",835,"G",2014,1.99403333243043,0.0511290598059084,39,2.24967863145997,0.59979508008034,0.411826455016373,0.886363636363636,0.411826455016373,0.59979508008034,0.411826455016373,0.411826455016373,"1987-01-04","2014-05-01",27,84
"1418",1418,"Marissa Coleman",835,"G",2015,2.5469684300223,0.0553688789135284,46,2.43623067219525,1.34537385016212,0.466243294442227,1.04545454545455,0.466243294442227,1.34537385016212,0.466243294442227,0.466243294442227,"1987-01-04","2015-05-01",28,98
"1419",1419,"Marissa Coleman",835,"G",2016,1.2232014437008,0.0370667104151757,33,1.63093525826773,0.0198009950104878,-0.0211167227436768,0.75,-0.0211167227436768,0.0198009950104877,-0.0211167227436767,-0.0211167227436767,"1987-01-04","2016-05-01",29,49
"1420",1420,"Marissa Coleman",835,"G",2017,0.596928526537787,0.0175567213687584,34,0.772495740225371,-0.718230651444908,-0.801644076871782,0.772727272727273,-0.801644076871782,-0.718230651444908,-0.801644076871782,-0.801644076871782,"1987-01-04","2017-05-01",30,56
"1421",1421,"Marissa Coleman",835,"G",2018,0.552031909477782,0.0262872337846563,21,1.15663828652488,-0.626613572897878,-0.386343590468271,0.477272727272727,-0.386343590468272,-0.626613572897878,-0.386343590468272,-0.386343590468272,"1987-01-04","2018-05-01",31,19
"1422",1422,"Kia Vaughn",838,"C",2009,0.521878878086566,0.0153493787672519,34,0.675372665759085,-0.757284259291094,-0.788107322629917,0.772727272727273,-0.788107322629917,-0.757284259291094,-0.788107322629917,-0.788107322629917,"1987-01-24","2009-05-01",22,60
"1423",1423,"Kia Vaughn",838,"C",2010,0.14254189416172,0.00407262554747772,35,0.17919552408902,-0.883508064863657,-1.01390645223825,0.795454545454545,-1.01390645223825,-0.883508064863657,-1.01390645223825,-1.01390645223825,"1987-01-24","2010-05-01",23,70
"1424",1424,"Kia Vaughn",838,"C",2011,2.92329343308441,0.0790079306239031,37,3.47634894745173,0.706513962436626,0.687584941005859,0.840909090909091,0.687584941005859,0.706513962436626,0.687584941005859,0.687584941005859,"1987-01-24","2011-05-01",24,81
"1425",1425,"Kia Vaughn",838,"C",2012,1.39173588037169,0.0421738145567179,33,1.85564784049559,0.243168036505722,0.174154935477288,0.75,0.174154935477288,0.243168036505722,0.174154935477288,0.174154935477288,"1987-01-24","2012-05-01",25,55
"1426",1426,"Kia Vaughn",838,"C",2013,1.8227267340199,0.0492628847032406,37,2.16756692694259,0.274180527705973,0.0532538946812002,0.840909090909091,0.0532538946812002,0.274180527705973,0.0532538946812003,0.0532538946812003,"1987-01-24","2013-05-01",26,82
"1427",1427,"Kia Vaughn",838,"C",2014,2.44344526783679,0.0698127219381939,35,3.07175976528053,0.545329339867882,0.527495217334547,0.795454545454545,0.527495217334547,0.545329339867882,0.527495217334547,0.527495217334547,"1987-01-24","2014-05-01",27,70
"1428",1428,"Kia Vaughn",838,"C",2015,0.887804378632828,0.0386001903753404,23,1.69840837651498,-0.360530722049931,-0.0968057852896703,0.522727272727273,-0.0968057852896703,-0.360530722049931,-0.0968057852896703,-0.0968057852896703,"1987-01-24","2015-05-01",28,23
"1429",1429,"Kia Vaughn",838,"C",2016,1.66940182576884,0.0491000536990836,34,2.16040236275968,0.0760529116401928,0.0758024106333176,0.772727272727273,0.0758024106333176,0.0760529116401929,0.0758024106333177,0.0758024106333176,"1987-01-24","2016-05-01",29,60
"1430",1430,"Kia Vaughn",838,"C",2017,1.43646084345891,0.0495331325330659,29,2.1794578314549,-0.0996280132900893,0.0191923089167276,0.659090909090909,0.0191923089167276,-0.0996280132900894,0.0191923089167276,0.0191923089167276,"1987-01-24","2017-05-01",30,38
"1431",1431,"Kia Vaughn",838,"C",2018,1.22256208914099,0.0421573134186549,29,1.85492179042082,-0.165792756786419,-0.0535049842301545,0.659090909090909,-0.0535049842301545,-0.165792756786419,-0.0535049842301545,-0.0535049842301545,"1987-01-24","2018-05-01",31,38
"1432",1432,"Kia Vaughn",838,"C",2020,0.851077260709927,0.0354615525295803,24,1.56030831130153,0.284521147798874,-0.100566905418922,0.545454545454545,-0.100566905418922,0.284521147798874,-0.100566905418922,-0.100566905418922,"1987-01-24","2020-05-01",33,25
"1433",1433,"Kia Vaughn",838,"C",2021,0.580346600301393,0.0148806820590101,39,0.654750010596444,-0.598266064054195,-0.798955746064031,0.886363636363636,-0.798955746064031,-0.598266064054195,-0.798955746064031,-0.798955746064031,"1987-01-24","2021-05-01",34,88
"1434",1434,"Kia Vaughn",838,"C",2022,0.434207608538595,0.0149726761565033,29,0.658797750886144,-0.778334743632682,-0.740579477246419,0.659090909090909,-0.740579477246419,-0.778334743632682,-0.740579477246419,-0.740579477246419,"1987-01-24","2022-05-01",35,38
"1435",1435,"Ashley Walker",840,"F",2009,-0.0252745043842226,-0.00180532174173019,14,-0.0794341566361283,-1.3448238968437,-1.46729143250554,0.318181818181818,-1.46729143250554,-1.3448238968437,-1.46729143250554,-1.46729143250554,"1987-02-24","2009-05-01",22,11
"1436",1436,"Ashley Walker",840,"F",2010,-0.0471632681370509,-0.0235816340685255,2,-1.03759189901512,-1.27958190543986,-1.9372448114119,0.0454545454545455,-1.9372448114119,-1.27958190543986,-1.9372448114119,-1.9372448114119,"1987-02-24","2010-05-01",23,2
"1437",1437,"Ashley Walker",840,"F",2013,0.0755495669350851,0.0107927952764407,7,0.474882992163392,-0.970599467423929,-0.872331026913107,0.159090909090909,-0.872331026913107,-0.970599467423929,-0.872331026913107,-0.872331026913107,"1987-02-24","2013-05-01",26,5
"1438",1438,"Ashley Walker",840,"F",2019,-0.0439693498797751,-0.014656449959925,3,-0.644883798236702,-1.03806885878411,-1.48803559429193,0.0681818181818182,-1.48803559429193,-1.03806885878411,-1.48803559429193,-1.48803559429193,"1987-02-24","2019-05-01",32,2
"1439",1439,"Courtney Paris",842,"C",2009,1.48849981860782,0.0451060551093279,33,1.98466642481043,0.133470028465896,0.0905013903296461,0.75,0.0905013903296459,0.133470028465896,0.090501390329646,0.0905013903296459,"1987-09-21","2009-05-01",21,55
"1440",1440,"Courtney Paris",842,"C",2011,0.803524985470165,0.0243492419839444,33,1.07136664729355,-0.642358128007549,-0.59946954039545,0.75,-0.59946954039545,-0.642358128007549,-0.59946954039545,-0.59946954039545,"1987-09-21","2011-05-01",23,56
"1441",1441,"Courtney Paris",842,"C",2012,0.632244567713426,0.0234164654708676,27,1.03032448071818,-0.36136115927963,-0.280097686200804,0.613636363636364,-0.280097686200804,-0.36136115927963,-0.280097686200804,-0.280097686200804,"1987-09-21","2012-05-01",24,32
"1442",1442,"Courtney Paris",842,"C",2013,0.796182712729708,0.0346166396839003,23,1.52313214609161,-0.418007618995707,-0.255183930691008,0.522727272727273,-0.255183930691008,-0.418007618995707,-0.255183930691008,-0.255183930691008,"1987-09-21","2013-05-01",25,23
"1443",1443,"Courtney Paris",842,"C",2014,3.12709491792118,0.0919733799388581,34,4.04682871730976,0.944577842872804,1.00043715701718,0.772727272727273,1.00043715701718,0.944577842872805,1.00043715701718,1.00043715701718,"1987-09-21","2014-05-01",26,60
"1444",1444,"Courtney Paris",842,"C",2015,2.71639457938157,0.0754554049828213,36,3.32003781924414,0.800215117795392,0.70874194154026,0.818181818181818,0.70874194154026,0.800215117795392,0.70874194154026,0.70874194154026,"1987-09-21","2015-05-01",27,76
"1445",1445,"Courtney Paris",842,"C",2016,2.33479942396429,0.0686705712930673,34,3.02150513689496,0.50868523320212,0.547581440857771,0.772727272727273,0.547581440857771,0.50868523320212,0.547581440857772,0.547581440857771,"1987-09-21","2016-05-01",28,61
"1446",1446,"Courtney Paris",842,"C",2017,0.528123197842732,0.0251487237067967,21,1.10654384309906,-0.532453010650408,-0.425207629322888,0.477272727272727,-0.425207629322888,-0.532453010650408,-0.425207629322888,-0.425207629322888,"1987-09-21","2017-05-01",29,18
"1447",1447,"Courtney Paris",842,"C",2018,0.824860849703731,0.0217068644658877,38,0.955102036499057,-0.382969237903453,-0.470139543366554,0.863636363636364,-0.470139543366554,-0.382969237903453,-0.470139543366554,-0.470139543366554,"1987-09-21","2018-05-01",30,84
"1448",1448,"Courtney Paris",842,"C",2019,0.379440612524491,0.0118575191413903,32,0.521730842221175,-0.679152094632607,-0.758096738109693,0.727272727272727,-0.758096738109693,-0.679152094632607,-0.758096738109693,-0.758096738109693,"1987-09-21","2019-05-01",31,48
"1449",1449,"Anete Jekabsone-Zogota",846,"G",2009,1.11621609964946,0.0413413370240541,27,1.81901882905838,-0.665718046791454,-0.478177740274207,0.613636363636364,-0.478177740274207,-0.665718046791454,-0.478177740274207,-0.478177740274207,"1983-08-12","2009-05-01",25,29
"1450",1450,"Anete Jekabsone-Zogota",846,"G",2010,0.688245097047164,0.0362234261603771,19,1.59383075105659,-0.739554420996439,-0.394546154059309,0.431818181818182,-0.394546154059309,-0.739554420996439,-0.394546154059309,-0.394546154059309,"1983-08-12","2010-05-01",26,17
"1451",1451,"Anete Jekabsone-Zogota",846,"G",2014,0.186279566835811,0.00517443241210585,36,0.227675026132657,-0.939108993209278,-0.97212964596451,0.818181818181818,-0.97212964596451,-0.939108993209278,-0.97212964596451,-0.97212964596451,"1983-08-12","2014-05-01",30,70
"1452",1452,"Chante Black",850,"C",2009,0.530980268724488,0.0160903111734693,33,0.707973691632651,-0.748897204556992,-0.76623022653447,0.75,-0.766230226534471,-0.748897204556992,-0.766230226534471,-0.766230226534471,"1985-11-12","2009-05-01",23,56
"1453",1453,"Chante Black",850,"C",2010,1.61916946779398,0.0490657414483025,33,2.15889262372531,-0.0472462477037789,-0.0798924709997524,0.75,-0.0798924709997524,-0.0472462477037789,-0.0798924709997524,-0.0798924709997523,"1985-11-12","2010-05-01",24,56
"1454",1454,"Chante Black",850,"C",2012,0.70673455662351,0.0243701571249486,29,1.07228691349774,-0.302069667277884,-0.257001835494181,0.659090909090909,-0.257001835494181,-0.302069667277884,-0.257001835494181,-0.257001835494181,"1985-11-12","2012-05-01",26,39
"1455",1455,"Chante Black",850,"C",2013,0,0,1,0,-0.954865488634499,-0.984181776329701,0.0227272727272727,-0.984181776329701,-0.954865488634499,-0.984181776329701,-0.984181776329701,"1985-11-12","2013-05-01",27,1
"1456",1456,"Shavonte Zellous",851,"G",2009,2.36185194824041,0.0605603063651387,39,2.6646534800661,0.285473378598274,0.0624744950225628,0.886363636363636,0.0624744950225627,0.285473378598274,0.0624744950225628,0.0624744950225628,"1986-08-28","2009-05-01",22,84
"1457",1457,"Shavonte Zellous",851,"G",2010,0.740530710649003,0.0217803150190883,34,0.958333860839886,-0.698205168134521,-0.841007841499476,0.772727272727273,-0.841007841499476,-0.698205168134521,-0.841007841499476,-0.841007841499476,"1986-08-28","2010-05-01",23,56
"1458",1458,"Shavonte Zellous",851,"G",2011,1.22039195586202,0.0312921014323596,39,1.37685246302382,-0.32030801068529,-0.414833139068473,0.886363636363636,-0.414833139068473,-0.32030801068529,-0.414833139068473,-0.414833139068473,"1986-08-28","2011-05-01",24,84
"1459",1459,"Shavonte Zellous",851,"G",2012,1.572156088672,0.0393039022168,40,1.7293716975392,0.130542362004584,-0.0320545980155275,0.909090909090909,-0.0320545980155274,0.130542362004584,-0.0320545980155274,-0.0320545980155274,"1986-08-28","2012-05-01",25,88
"1460",1460,"Shavonte Zellous",851,"G",2013,2.60237223708895,0.076540359914381,34,3.36777583623276,1.04604119312484,1.0244287459328,0.772727272727273,1.0244287459328,1.04604119312484,1.0244287459328,1.0244287459328,"1986-08-28","2013-05-01",26,56
"1461",1461,"Shavonte Zellous",851,"G",2014,2.07927323960962,0.0533146984515287,39,2.34584673186726,0.672358082222249,0.477648508413192,0.886363636363636,0.477648508413192,0.672358082222249,0.477648508413192,0.477648508413192,"1986-08-28","2014-05-01",27,84
"1462",1462,"Shavonte Zellous",851,"G",2015,1.30841971130914,0.0384829326855629,34,1.69324903816477,0.0698616258465632,-0.0891777500342936,0.772727272727273,-0.0891777500342934,0.0698616258465631,-0.0891777500342936,-0.0891777500342935,"1986-08-28","2015-05-01",28,56
"1463",1463,"Shavonte Zellous",851,"G",2016,1.66495319509664,0.0489692116204893,34,2.15464531130153,0.443157419216843,0.393053673567506,0.772727272727273,0.393053673567506,0.443157419216843,0.393053673567506,0.393053673567506,"1986-08-28","2016-05-01",29,56
"1464",1464,"Shavonte Zellous",851,"G",2017,2.32702230652563,0.0664863516150179,35,2.92539947106079,0.821819121422259,0.657620006250948,0.795454545454545,0.657620006250948,0.821819121422259,0.657620006250948,0.657620006250948,"1986-08-28","2017-05-01",30,64
"1465",1465,"Shavonte Zellous",851,"G",2018,1.09351110126918,0.0497050500576899,22,2.18702220253836,-0.169536229673822,0.354320069665338,0.5,0.354320069665338,-0.169536229673822,0.354320069665338,0.354320069665338,"1986-08-28","2018-05-01",31,21
"1466",1466,"Shavonte Zellous",851,"G",2019,0.538610634071953,0.0163215343658168,33,0.718147512095938,-0.699118835164743,-0.799666331477288,0.75,-0.799666331477288,-0.699118835164743,-0.799666331477288,-0.799666331477288,"1986-08-28","2019-05-01",32,49
"1467",1467,"Shavonte Zellous",851,"G",2021,0.635040927471423,0.0226800331239794,28,0.997921457455093,-0.644238828696045,-0.628870049739343,0.636363636363636,-0.628870049739343,-0.644238828696045,-0.628870049739343,-0.628870049739343,"1986-08-28","2021-05-01",34,32
"1468",1468,"Kristi Toliver",856,"G",2009,0.994264788954484,0.036824621813129,27,1.62028335977768,-0.758842406675058,-0.605238256977637,0.613636363636364,-0.605238256977637,-0.758842406675058,-0.605238256977637,-0.605238256977637,"1987-01-27","2009-05-01",22,29
"1469",1469,"Kristi Toliver",856,"G",2010,1.26101080114059,0.0350280778094608,36,1.54123542361628,-0.286591697644933,-0.431496450751498,0.818181818181818,-0.431496450751498,-0.286591697644933,-0.431496450751498,-0.431496450751498,"1987-01-27","2010-05-01",23,70
"1470",1470,"Kristi Toliver",856,"G",2011,1.75590802394445,0.0548721257482642,32,2.41437353292362,0.0727933228322428,0.282233613675896,0.727272727272727,0.282233613675896,0.0727933228322428,0.282233613675896,0.282233613675896,"1987-01-27","2011-05-01",24,45
"1471",1471,"Kristi Toliver",856,"G",2012,4.05775871562267,0.106783124095334,38,4.69845746019467,1.98497160058122,1.71317640167135,0.863636363636364,1.71317640167135,1.98497160058122,1.71317640167135,1.71317640167135,"1987-01-27","2012-05-01",25,81
"1472",1472,"Kristi Toliver",856,"G",2013,2.85626380210287,0.0751648368974441,38,3.30725282348754,1.25458537826039,0.9833293147651,0.863636363636364,0.9833293147651,1.25458537826039,0.9833293147651,0.9833293147651,"1987-01-27","2013-05-01",26,81
"1473",1473,"Kristi Toliver",856,"G",2014,2.05934136658469,0.0710117712615411,29,3.12451793550781,0.655390483442963,1.01060837064945,0.659090909090909,1.01060837064945,0.655390483442963,1.01060837064945,1.01060837064945,"1987-01-27","2014-05-01",27,34
"1474",1474,"Kristi Toliver",856,"G",2015,2.38889292111611,0.0770610619714873,31,3.39068672674544,1.18258070288549,1.1797535004071,0.704545454545455,1.1797535004071,1.18258070288549,1.1797535004071,1.1797535004071,"1987-01-27","2015-05-01",28,41
"1475",1475,"Kristi Toliver",856,"G",2016,3.31354633032607,0.0808182031786847,41,3.55600093986213,2.02310020947525,1.5013005225475,0.931818181818182,1.5013005225475,2.02310020947525,1.5013005225475,1.5013005225475,"1987-01-27","2016-05-01",29,91
"1476",1476,"Kristi Toliver",856,"G",2017,2.45847604240697,0.0630378472412044,39,2.77366527861299,0.938833180676335,0.554772742785629,0.886363636363636,0.554772742785629,0.938833180676335,0.554772742785629,0.554772742785629,"1987-01-27","2017-05-01",30,84
"1477",1477,"Kristi Toliver",856,"G",2018,3.54291348622769,0.0823933368890161,43,3.62530682311671,1.898071079297,1.38819213893539,0.977272727272727,1.38819213893539,1.898071079297,1.38819213893539,1.38819213893539,"1987-01-27","2018-05-01",31,96
"1478",1478,"Kristi Toliver",856,"G",2019,2.91231266266595,0.0882518988686652,33,3.88308355022127,1.38969410974754,1.62083847708533,0.75,1.62083847708533,1.38969410974754,1.62083847708533,1.62083847708533,"1987-01-27","2019-05-01",32,49
"1479",1479,"Kristi Toliver",856,"G",2021,0.915422285566051,0.04818012029295,19,2.1199252928898,-0.396898531626064,0.162339743920485,0.431818181818182,0.162339743920485,-0.396898531626064,0.162339743920485,0.162339743920485,"1987-01-27","2021-05-01",34,17
"1480",1480,"Kristi Toliver",856,"G",2022,0.261065312387548,0.0237332102170498,11,1.04426124955019,-0.865368110308564,-0.558473739868047,0.25,-0.558473739868047,-0.865368110308564,-0.558473739868047,-0.558473739868047,"1987-01-27","2022-05-01",35,9
"1481",1481,"Kristi Toliver",856,"G",2023,0.125754145856323,0.0114321950778476,11,0.503016583425294,-0.907357465988872,-0.834282288463764,0.25,-0.834282288463764,-0.907357465988872,-0.834282288463764,-0.834282288463764,"1987-01-27","2023-05-01",36,9
"1482",1482,"Briann January",860,"G",2009,1.70159285304764,0.0395719268150615,43,1.7411647798627,-0.218713130318729,-0.527953332693922,0.977272727272727,-0.527953332693922,-0.218713130318729,-0.527953332693922,-0.527953332693922,"1987-01-11","2009-05-01",22,96
"1483",1483,"Briann January",860,"G",2010,1.26847506746553,0.0384386384080465,33,1.69130008995404,-0.280688700349173,-0.326070090387313,0.75,-0.326070090387313,-0.280688700349173,-0.326070090387313,-0.326070090387313,"1987-01-11","2010-05-01",23,49
"1484",1484,"Briann January",860,"G",2011,0.229156537055399,0.0208324124595817,11,0.916626148221597,-1.04793503849413,-0.724039835774571,0.25,-0.724039835774571,-1.04793503849413,-0.724039835774572,-0.724039835774571,"1987-01-11","2011-05-01",24,9
"1485",1485,"Briann January",860,"G",2012,2.35415450278284,0.0588538625695709,40,2.58956995306112,0.713966561803868,0.473570628542683,0.909090909090909,0.473570628542683,0.713966561803868,0.473570628542683,0.473570628542683,"1987-01-11","2012-05-01",25,88
"1486",1486,"Briann January",860,"G",2013,1.57895152214034,0.0438597645038985,36,1.92982963817153,0.20541287592139,0.047960984176449,0.818181818181818,0.0479609841764489,0.20541287592139,0.047960984176449,0.047960984176449,"1987-01-11","2013-05-01",26,70
"1487",1487,"Briann January",860,"G",2014,2.31658042675713,0.0626102818042467,37,2.75485239938685,0.874372871997602,0.757591574492871,0.840909090909091,0.757591574492871,0.874372871997602,0.757591574492871,0.757591574492871,"1987-01-11","2014-05-01",27,76
